RMSE,MAE,MAPE_%,R2,model
40.94483921568673,26.183406829833984,20.55429,0.9637662768363953,PyTorch GRU
41.89561788363507,27.35118865966797,22.775713,0.9620639681816101,Manual GRU
43.376015950818086,27.895736694335938,22.452454,0.9593356847763062,Manual LSTM
48.808446034440344,30.217342376708984,24.5709,0.9485121965408325,PyTorch LSTM
49.6719413533687,33.31328201293945,25.468128,0.9466742873191833,PyTorch RNN
56.75983145497241,35.50364303588867,21.55431,0.9303699731826782,Manual RNN
